state,sector,status_bucket,count
MADHYA PRADESH,Industrial Projects - 3,tor_granted,31
MADHYA PRADESH,Non-Coal Mining,dead,2339
MADHYA PRADESH,Non-Coal Mining,granted,2389
MADHYA PRADESH,Non-Coal Mining,in_process,1134
MADHYA PRADESH,Non-Coal Mining,tor_granted,2077
MADHYA PRADESH,None,in_process,43
MADHYA PRADESH,River Valley and Hydroelectric Projects,dead,7
MADHYA PRADESH,River Valley and Hydroelectric Projects,granted,21
MADHYA PRADESH,River Valley and Hydroelectric Projects,in_process,16
MADHYA PRADESH,River Valley and Hydroelectric Projects,tor_granted,48
MADHYA PRADESH,Thermal Projects,dead,8
MADHYA PRADESH,Thermal Projects,granted,12
MADHYA PRADESH,Thermal Projects,in_process,3
MADHYA PRADESH,Thermal Projects,tor_granted,5
MAHARASHTRA,Coal Mining,dead,25
MAHARASHTRA,Coal Mining,granted,35
MAHARASHTRA,Coal Mining,in_process,12
MAHARASHTRA,Coal Mining,tor_granted,18
MAHARASHTRA,INFRA-1,dead,29
MAHARASHTRA,INFRA-1,granted,26
MAHARASHTRA,INFRA-1,in_process,7
MAHARASHTRA,INFRA-1,tor_granted,36
MAHARASHTRA,INFRA-2,dead,1567
MAHARASHTRA,INFRA-2,granted,3603
MAHARASHTRA,INFRA-2,in_process,747
MAHARASHTRA,INFRA-2,tor_granted,1163
MAHARASHTRA,Industrial Projects - 1,dead,59
MAHARASHTRA,Industrial Projects - 1,granted,60
MAHARASHTRA,Industrial Projects - 1,in_process,28
MAHARASHTRA,Industrial Projects - 1,tor_granted,112
MAHARASHTRA,Industrial Projects - 2,dead,95
MAHARASHTRA,Industrial Projects - 2,granted,121
MAHARASHTRA,Industrial Projects - 2,in_process,19
MAHARASHTRA,Industrial Projects - 2,tor_granted,106
MAHARASHTRA,Industrial Projects - 3,dead,133
MAHARASHTRA,Industrial Projects - 3,granted,209
MAHARASHTRA,Industrial Projects - 3,in_process,33
MAHARASHTRA,Industrial Projects - 3,tor_granted,301
MAHARASHTRA,Non-Coal Mining,dead,634
MAHARASHTRA,Non-Coal Mining,granted,3829
MAHARASHTRA,Non-Coal Mining,in_process,152
MAHARASHTRA,Non-Coal Mining,tor_granted,73
MAHARASHTRA,None,dead,2
MAHARASHTRA,None,in_process,169
MAHARASHTRA,River Valley and Hydroelectric Projects,dead,16
MAHARASHTRA,River Valley and Hydroelectric Projects,granted,16
MAHARASHTRA,River Valley and Hydroelectric Projects,in_process,16
MAHARASHTRA,River Valley and Hydroelectric Projects,tor_granted,41
MAHARASHTRA,Thermal Projects,dead,6
MAHARASHTRA,Thermal Projects,granted,8
MAHARASHTRA,Thermal Projects,in_process,3
MAHARASHTRA,Thermal Projects,tor_granted,2
MANIPUR,INFRA-2,granted,1
MANIPUR,Non-Coal Mining,dead,2
MANIPUR,Non-Coal Mining,granted,2
MEGHALAYA,Coal Mining,dead,1
MEGHALAYA,Coal Mining,granted,3
MEGHALAYA,Coal Mining,in_process,4
MEGHALAYA,Coal Mining,tor_granted,8
MEGHALAYA,INFRA-2,dead,1
MEGHALAYA,INFRA-2,granted,1
MEGHALAYA,INFRA-2,in_process,1
MEGHALAYA,INFRA-2,tor_granted,3
MEGHALAYA,Industrial Projects - 1,dead,4
MEGHALAYA,Industrial Projects - 1,granted,4
MEGHALAYA,Industrial Projects - 1,tor_granted,2
MEGHALAYA,Industrial Projects - 2,granted,1
MEGHALAYA,Non-Coal Mining,dead,27
MEGHALAYA,Non-Coal Mining,granted,137
MEGHALAYA,Non-Coal Mining,in_process,45
MEGHALAYA,Non-Coal Mining,tor_granted,40
MEGHALAYA,None,in_process,3
MEGHALAYA,River Valley and Hydroelectric Projects,dead,1
MEGHALAYA,River Valley and Hydroelectric Projects,tor_granted,1
MEGHALAYA,Thermal Projects,dead,2
MEGHALAYA,Thermal Projects,granted,2
MIZORAM,INFRA-2,dead,2
MIZORAM,INFRA-2,in_process,6
MIZORAM,Industrial Projects - 2,in_process,1
MIZORAM,Non-Coal Mining,dead,1
NAGALAND,Non-Coal Mining,dead,1
ODISHA,Coal Mining,dead,18
ODISHA,Coal Mining,granted,34
ODISHA,Coal Mining,in_process,9
ODISHA,Coal Mining,tor_granted,12
ODISHA,INFRA-1,dead,8
ODISHA,INFRA-1,granted,7
ODISHA,INFRA-1,in_process,3
ODISHA,INFRA-1,tor_granted,13
ODISHA,INFRA-2,dead,61
ODISHA,INFRA-2,granted,150
ODISHA,INFRA-2,in_process,59
ODISHA,INFRA-2,tor_granted,32
ODISHA,Industrial Projects - 1,dead,90
ODISHA,Industrial Projects - 1,granted,66
ODISHA,Industrial Projects - 1,in_process,30
ODISHA,Industrial Projects - 1,tor_granted,70
ODISHA,Industrial Projects - 2,dead,53
ODISHA,Industrial Projects - 2,granted,210
ODISHA,Industrial Projects - 2,in_process,30
ODISHA,Industrial Projects - 2,tor_granted,9
ODISHA,Industrial Projects - 3,dead,2
ODISHA,Industrial Projects - 3,granted,4
ODISHA,Industrial Projects - 3,in_process,3
ODISHA,Industrial Projects - 3,tor_granted,4
ODISHA,Non-Coal Mining,dead,860
ODISHA,Non-Coal Mining,granted,1413
ODISHA,Non-Coal Mining,in_process,250
ODISHA,Non-Coal Mining,tor_granted,105
ODISHA,None,in_process,56
ODISHA,River Valley and Hydroelectric Projects,dead,5
ODISHA,River Valley and Hydroelectric Projects,granted,2
ODISHA,River Valley and Hydroelectric Projects,in_process,3
ODISHA,River Valley and Hydroelectric Projects,tor_granted,10
ODISHA,Thermal Projects,dead,12
ODISHA,Thermal Projects,granted,14
ODISHA,Thermal Projects,in_process,1
ODISHA,Thermal Projects,tor_granted,14
PUDUCHERRY,INFRA-1,tor_granted,1
PUDUCHERRY,INFRA-2,dead,1
PUDUCHERRY,INFRA-2,granted,5
PUDUCHERRY,INFRA-2,in_process,1
PUDUCHERRY,INFRA-2,tor_granted,1
PUDUCHERRY,Industrial Projects - 1,dead,6
PUDUCHERRY,Industrial Projects - 1,tor_granted,3
PUDUCHERRY,Industrial Projects - 2,dead,2
PUDUCHERRY,Industrial Projects - 2,granted,1
PUDUCHERRY,Industrial Projects - 2,in_process,1
PUDUCHERRY,Industrial Projects - 2,tor_granted,4
PUDUCHERRY,Industrial Projects - 3,dead,1
PUDUCHERRY,Industrial Projects - 3,granted,3
PUDUCHERRY,Industrial Projects - 3,tor_granted,6
PUNJAB,INFRA-1,dead,1
PUNJAB,INFRA-1,granted,2
PUNJAB,INFRA-2,dead,90
PUNJAB,INFRA-2,granted,320
PUNJAB,INFRA-2,in_process,71
PUNJAB,INFRA-2,tor_granted,131
PUNJAB,Industrial Projects - 1,dead,41
PUNJAB,Industrial Projects - 1,granted,61
PUNJAB,Industrial Projects - 1,in_process,12
PUNJAB,Industrial Projects - 1,tor_granted,62
PUNJAB,Industrial Projects - 2,dead,10
PUNJAB,Industrial Projects - 2,granted,13
PUNJAB,Industrial Projects - 2,in_process,2
PUNJAB,Industrial Projects - 2,tor_granted,5
PUNJAB,Industrial Projects - 3,dead,11
PUNJAB,Industrial Projects - 3,granted,29
PUNJAB,Industrial Projects - 3,in_process,4
PUNJAB,Industrial Projects - 3,tor_granted,27
PUNJAB,Non-Coal Mining,dead,38
PUNJAB,Non-Coal Mining,granted,157
PUNJAB,Non-Coal Mining,in_process,38
PUNJAB,Non-Coal Mining,tor_granted,102
PUNJAB,None,in_process,17
PUNJAB,River Valley and Hydroelectric Projects,tor_granted,1
PUNJAB,Thermal Projects,dead,4
PUNJAB,Thermal Projects,granted,2
PUNJAB,Thermal Projects,tor_granted,1
RAJASTHAN,Coal Mining,dead,15
RAJASTHAN,Coal Mining,granted,2
RAJASTHAN,Coal Mining,tor_granted,2
RAJASTHAN,INFRA-1,dead,23
RAJASTHAN,INFRA-1,granted,7
RAJASTHAN,INFRA-1,in_process,4
RAJASTHAN,INFRA-1,tor_granted,13
RAJASTHAN,INFRA-2,dead,100
RAJASTHAN,INFRA-2,granted,248
RAJASTHAN,INFRA-2,in_process,93
RAJASTHAN,INFRA-2,tor_granted,65
RAJASTHAN,Industrial Projects - 1,dead,63
RAJASTHAN,Industrial Projects - 1,granted,60
RAJASTHAN,Industrial Projects - 1,in_process,14
RAJASTHAN,Industrial Projects - 1,tor_granted,52
RAJASTHAN,Industrial Projects - 2,dead,9
RAJASTHAN,Industrial Projects - 2,granted,29
RAJASTHAN,Industrial Projects - 2,in_process,2
RAJASTHAN,Industrial Projects - 2,tor_granted,10
RAJASTHAN,Industrial Projects - 3,dead,36
RAJASTHAN,Industrial Projects - 3,granted,52
RAJASTHAN,Industrial Projects - 3,in_process,14
RAJASTHAN,Industrial Projects - 3,tor_granted,88
RAJASTHAN,Non-Coal Mining,dead,15568
RAJASTHAN,Non-Coal Mining,granted,14454
RAJASTHAN,Non-Coal Mining,in_process,1698
RAJASTHAN,Non-Coal Mining,tor_granted,2252
RAJASTHAN,None,dead,1
RAJASTHAN,None,in_process,14
RAJASTHAN,River Valley and Hydroelectric Projects,dead,3
RAJASTHAN,River Valley and Hydroelectric Projects,granted,1
RAJASTHAN,River Valley and Hydroelectric Projects,in_process,1
RAJASTHAN,River Valley and Hydroelectric Projects,tor_granted,8
RAJASTHAN,Thermal Projects,dead,1
RAJASTHAN,Thermal Projects,granted,2
RAJASTHAN,Thermal Projects,in_process,1
RAJASTHAN,Thermal Projects,tor_granted,3
SIKKIM,INFRA-2,dead,4
SIKKIM,INFRA-2,granted,5
SIKKIM,INFRA-2,in_process,1
SIKKIM,INFRA-2,tor_granted,1
SIKKIM,River Valley and Hydroelectric Projects,dead,2
SIKKIM,River Valley and Hydroelectric Projects,granted,4
SIKKIM,River Valley and Hydroelectric Projects,tor_granted,3
TAMIL NADU,Coal Mining,granted,1
TAMIL NADU,Coal Mining,in_process,1
TAMIL NADU,INFRA-1,dead,12
TAMIL NADU,INFRA-1,granted,19
TAMIL NADU,INFRA-1,in_process,6
TAMIL NADU,INFRA-1,tor_granted,16
TAMIL NADU,INFRA-2,dead,139
TAMIL NADU,INFRA-2,granted,628
TAMIL NADU,INFRA-2,in_process,188
TAMIL NADU,INFRA-2,tor_granted,131
TAMIL NADU,Industrial Projects - 1,dead,23
TAMIL NADU,Industrial Projects - 1,granted,31
TAMIL NADU,Industrial Projects - 1,in_process,12
TAMIL NADU,Industrial Projects - 1,tor_granted,38
TAMIL NADU,Industrial Projects - 2,dead,12
TAMIL NADU,Industrial Projects - 2,granted,20
TAMIL NADU,Industrial Projects - 2,in_process,4
TAMIL NADU,Industrial Projects - 2,tor_granted,10
TAMIL NADU,Industrial Projects - 3,dead,21
TAMIL NADU,Industrial Projects - 3,granted,36
TAMIL NADU,Industrial Projects - 3,in_process,9
TAMIL NADU,Industrial Projects - 3,tor_granted,33
TAMIL NADU,Non-Coal Mining,dead,446
TAMIL NADU,Non-Coal Mining,granted,2294
TAMIL NADU,Non-Coal Mining,in_process,398
TAMIL NADU,Non-Coal Mining,tor_granted,535
TAMIL NADU,None,in_process,23
TAMIL NADU,River Valley and Hydroelectric Projects,dead,5
TAMIL NADU,River Valley and Hydroelectric Projects,granted,4
TAMIL NADU,River Valley and Hydroelectric Projects,in_process,4
TAMIL NADU,River Valley and Hydroelectric Projects,tor_granted,7
TAMIL NADU,Thermal Projects,dead,17
TAMIL NADU,Thermal Projects,granted,14
TAMIL NADU,Thermal Projects,tor_granted,3
TELANGANA,Coal Mining,dead,8
TELANGANA,Coal Mining,granted,25
TELANGANA,Coal Mining,in_process,2
TELANGANA,Coal Mining,tor_granted,5
TELANGANA,INFRA-1,dead,4
TELANGANA,INFRA-1,granted,4
TELANGANA,INFRA-1,in_process,1
TELANGANA,INFRA-1,tor_granted,7
TELANGANA,INFRA-2,dead,199
TELANGANA,INFRA-2,granted,935
TELANGANA,INFRA-2,in_process,136
TELANGANA,INFRA-2,tor_granted,332
TELANGANA,Industrial Projects - 1,dead,16
TELANGANA,Industrial Projects - 1,granted,30
TELANGANA,Industrial Projects - 1,in_process,4
TELANGANA,Industrial Projects - 1,tor_granted,27
TELANGANA,Industrial Projects - 2,dead,6
TELANGANA,Industrial Projects - 2,granted,20
TELANGANA,Industrial Projects - 2,in_process,3
TELANGANA,Industrial Projects - 2,tor_granted,5
TELANGANA,Industrial Projects - 3,dead,30
TELANGANA,Industrial Projects - 3,granted,64
TELANGANA,Industrial Projects - 3,in_process,11
TELANGANA,Industrial Projects - 3,tor_granted,25
TELANGANA,Non-Coal Mining,dead,251
TELANGANA,Non-Coal Mining,granted,1033
TELANGANA,Non-Coal Mining,in_process,129
TELANGANA,Non-Coal Mining,tor_granted,137
TELANGANA,None,granted,1
TELANGANA,None,in_process,100
TELANGANA,River Valley and Hydroelectric Projects,dead,3
TELANGANA,River Valley and Hydroelectric Projects,granted,1
TELANGANA,River Valley and Hydroelectric Projects,tor_granted,6
TELANGANA,Thermal Projects,dead,3
TELANGANA,Thermal Projects,granted,2
TELANGANA,Thermal Projects,tor_granted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,INFRA-2,dead,11
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,INFRA-2,granted,26
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,INFRA-2,in_process,8
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 1,dead,2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 1,granted,2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 1,tor_granted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 2,dead,3
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 2,granted,3
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 2,in_process,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 2,tor_granted,2
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Industrial Projects - 3,tor_granted,1
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Non-Coal Mining,dead,6
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Non-Coal Mining,in_process,2
TRIPURA,INFRA-2,in_process,4
TRIPURA,Industrial Projects - 1,in_process,4
TRIPURA,Industrial Projects - 2,dead,6
TRIPURA,Industrial Projects - 2,granted,5
TRIPURA,Industrial Projects - 2,in_process,20
TRIPURA,Industrial Projects - 2,tor_granted,3
TRIPURA,Non-Coal Mining,dead,6
TRIPURA,Non-Coal Mining,granted,18
TRIPURA,Non-Coal Mining,in_process,94
TRIPURA,Thermal Projects,granted,1
UTTAR PRADESH,Coal Mining,dead,2
UTTAR PRADESH,Coal Mining,granted,7
UTTAR PRADESH,Coal Mining,in_process,1
UTTAR PRADESH,Coal Mining,tor_granted,2
UTTAR PRADESH,INFRA-1,dead,10
UTTAR PRADESH,INFRA-1,granted,10
UTTAR PRADESH,INFRA-1,in_process,11
UTTAR PRADESH,INFRA-1,tor_granted,31
UTTAR PRADESH,INFRA-2,dead,132
UTTAR PRADESH,INFRA-2,granted,520
UTTAR PRADESH,INFRA-2,in_process,166
UTTAR PRADESH,INFRA-2,tor_granted,163
UTTAR PRADESH,Industrial Projects - 1,dead,16
UTTAR PRADESH,Industrial Projects - 1,granted,40
UTTAR PRADESH,Industrial Projects - 1,in_process,10
UTTAR PRADESH,Industrial Projects - 1,tor_granted,38
UTTAR PRADESH,Industrial Projects - 2,dead,18
UTTAR PRADESH,Industrial Projects - 2,granted,74
UTTAR PRADESH,Industrial Projects - 2,in_process,16
UTTAR PRADESH,Industrial Projects - 2,tor_granted,56
UTTAR PRADESH,Industrial Projects - 3,dead,9
UTTAR PRADESH,Industrial Projects - 3,granted,26
UTTAR PRADESH,Industrial Projects - 3,in_process,1
UTTAR PRADESH,Industrial Projects - 3,tor_granted,27
UTTAR PRADESH,Non-Coal Mining,dead,258
UTTAR PRADESH,Non-Coal Mining,granted,1590
UTTAR PRADESH,Non-Coal Mining,in_process,370
UTTAR PRADESH,Non-Coal Mining,tor_granted,901
UTTAR PRADESH,None,in_process,44
UTTAR PRADESH,River Valley and Hydroelectric Projects,dead,11
UTTAR PRADESH,River Valley and Hydroelectric Projects,in_process,6
UTTAR PRADESH,River Valley and Hydroelectric Projects,tor_granted,20
UTTAR PRADESH,Thermal Projects,dead,14
UTTAR PRADESH,Thermal Projects,granted,6
UTTAR PRADESH,Thermal Projects,in_process,3
UTTAR PRADESH,Thermal Projects,tor_granted,3
UTTARAKHAND,INFRA-1,dead,4
UTTARAKHAND,INFRA-1,granted,18
UTTARAKHAND,INFRA-2,dead,21
UTTARAKHAND,INFRA-2,granted,130
UTTARAKHAND,INFRA-2,in_process,8
UTTARAKHAND,INFRA-2,tor_granted,22
UTTARAKHAND,Industrial Projects - 1,dead,1
UTTARAKHAND,Industrial Projects - 1,granted,14
UTTARAKHAND,Industrial Projects - 1,in_process,3
UTTARAKHAND,Industrial Projects - 1,tor_granted,7
UTTARAKHAND,Industrial Projects - 2,dead,3
UTTARAKHAND,Industrial Projects - 2,granted,10
UTTARAKHAND,Industrial Projects - 2,in_process,1
UTTARAKHAND,Industrial Projects - 2,tor_granted,6
UTTARAKHAND,Industrial Projects - 3,dead,3
UTTARAKHAND,Industrial Projects - 3,granted,55
UTTARAKHAND,Industrial Projects - 3,in_process,2
UTTARAKHAND,Industrial Projects - 3,tor_granted,4
UTTARAKHAND,Non-Coal Mining,dead,75
UTTARAKHAND,Non-Coal Mining,granted,331
UTTARAKHAND,Non-Coal Mining,in_process,8
UTTARAKHAND,Non-Coal Mining,tor_granted,113
UTTARAKHAND,None,in_process,7
UTTARAKHAND,River Valley and Hydroelectric Projects,dead,1
UTTARAKHAND,River Valley and Hydroelectric Projects,granted,1
UTTARAKHAND,River Valley and Hydroelectric Projects,in_process,1
UTTARAKHAND,River Valley and Hydroelectric Projects,tor_granted,2
UTTARAKHAND,Thermal Projects,granted,1
UTTARAKHAND,Thermal Projects,in_process,2
WEST BENGAL,Coal Mining,dead,7
WEST BENGAL,Coal Mining,granted,7
WEST BENGAL,Coal Mining,in_process,6
WEST BENGAL,Coal Mining,tor_granted,11
WEST BENGAL,INFRA-1,dead,5
WEST BENGAL,INFRA-1,granted,3
WEST BENGAL,INFRA-1,in_process,3
WEST BENGAL,INFRA-1,tor_granted,7
WEST BENGAL,INFRA-2,dead,37
WEST BENGAL,INFRA-2,granted,160
WEST BENGAL,INFRA-2,in_process,24
WEST BENGAL,INFRA-2,tor_granted,43
WEST BENGAL,Industrial Projects - 1,dead,95
WEST BENGAL,Industrial Projects - 1,granted,102
WEST BENGAL,Industrial Projects - 1,in_process,25
WEST BENGAL,Industrial Projects - 1,tor_granted,75
WEST BENGAL,Industrial Projects - 2,dead,21
WEST BENGAL,Industrial Projects - 2,granted,26
WEST BENGAL,Industrial Projects - 2,in_process,4
WEST BENGAL,Industrial Projects - 2,tor_granted,7
WEST BENGAL,Industrial Projects - 3,dead,5
WEST BENGAL,Industrial Projects - 3,granted,20
WEST BENGAL,Industrial Projects - 3,in_process,5
WEST BENGAL,Industrial Projects - 3,tor_granted,25
WEST BENGAL,Non-Coal Mining,dead,210
WEST BENGAL,Non-Coal Mining,granted,380
WEST BENGAL,Non-Coal Mining,in_process,110
WEST BENGAL,Non-Coal Mining,tor_granted,320
WEST BENGAL,None,in_process,50
WEST BENGAL,River Valley and Hydroelectric Projects,tor_granted,1
WEST BENGAL,Thermal Projects,dead,2
WEST BENGAL,Thermal Projects,granted,4
WEST BENGAL,Thermal Projects,in_process,2
WEST BENGAL,Thermal Projects,tor_granted,3
